5	669.9111602386183	2.2134296	1.0		0.592
5	581.1402536130863	2.5935292	1.0		0.6024
10	598.8905829646515	5.0090395	1.0		0.5994
10	357.16921228184015	8.3870481	1.0		0.5954
15	525.6343629733467	8.521638733	1.0		0.5945333333333334
15	286.37576345895985	15.9416984	1.0		0.6070666666666666
20	519.7177488631529	11.6164665	1.0		0.6005
20	241.1420976801593	24.99879645	1.0		0.5996
25	502.9518995653963	15.02733804	1.0		0.60248
25	212.31670300421817	35.54631356	1.0		0.60088
30	427.81057665395326	21.1149343	1.0		0.5993333333333334
30	186.77116397491184	48.42106	1.0		0.6013333333333334
35	455.27067193162	23.263137342	1.0		0.6006857142857143
35	183.32281730981614	58.400433428	1.0		0.6104571428571428
40	401.67024003217057	29.881766575	1.0		0.5967
40	156.59928544230755	77.165092825	1.0		0.6028
45	378.2455235189283	35.9084344	1.0		0.6009333333333333
45	138.50404186693402	97.677176733	1.0		0.5995555555555555
50	350.4748963086608	42.86339	1.0		0.599
50	131.73087136772398	115.10678252	1.0		0.60464
